id_estudiante,nombre,anio_ingreso,ciclo,carrera,sociabilidad,comorbilidad,mascarilla
U201802224,Paula Ramirez Valdez,2018,10,Economía y Ciencia de Datos,0.07,1,0
U202502225,Roxana Dominguez Arreola,2025,1,Contabilidad y Administración,0.69,0,0
U202102226,Santiago Soto Delgado,2021,9,Ingeniería Industrial,0.57,0,0
U202302227,Noelia Alvarez Ibarra,2023,4,Ingeniería de Sistemas de Información,0.47,0,0
U202502228,Rafael Chavez Ortega,2025,1,Administración y Marketing,0.76,0,0
U202302229,Jonatan Cabrera Vera,2023,5,Contabilidad y Administración,0.65,0,0
U201902230,Fabrizio Torres Rivera,2019,10,Psicología Educacional,0.36,0,0
U202402231,Natalia Vargas Aguilar,2024,3,Contabilidad y Administración,0.44,0,0
U201702232,Mauro Alvarez Ortega,2017,10,Ingeniería Industrial,0.79,0,0
U202402233,Elisa Guerrero Huamani,2024,2,Ingeniería Civil,0.63,0,0
U201902234,Bruno Valverde Campos,2019,10,Derecho,1,0,0
U202102235,Renata Medina Rivera,2021,8,Derecho,0.22,0,0
U201702236,Ignacio Dominguez Hernandez,2017,10,Administración y Finanzas,0.24,0,0
U202002237,Giancarlo Huamani Romero,2020,10,Relaciones Internacionales,0.64,1,0
U202302238,Angel Chavez Zapata,2023,5,Ingeniería Industrial,0.51,0,0
U201702239,Angel Rojas Palomino,2017,10,Derecho,0.77,0,0
U201702240,Laura Garcia Vega,2017,10,Ingeniería de Ciberseguridad,0.63,1,0
U202202241,Alejandro Garcia Palomino,2022,6,Relaciones Internacionales,0.61,0,0
U201702242,Franco Reyes Paredes,2017,10,Administración y Finanzas,0.58,1,0
U201802243,Mariana Vargas Valdez,2018,10,Ingeniería de Sistemas de Información,0.44,0,0
U202402244,Santiago Cabrera Rivera,2024,3,Ingeniería de Sistemas de Información,0.96,0,0
U202202245,Ignacio Salinas Palomino,2022,6,Ingeniería Industrial,0.55,1,0
U202402246,Franco Mendoza Vega,2024,2,Administración,0.61,0,0
U202402247,Jonatan Salinas Cruz,2024,3,Ingeniería Civil,0.73,0,0
U202302248,Pablo Flores Paredes,2023,4,Administración y Finanzas,0.91,0,0
U201902249,Santiago Carranza Escobar,2019,10,Ingeniería de Software,1,0,0
U202202250,Camila Medina Palomino,2022,7,Contabilidad y Administración,0.62,0,0
U202202251,Alonso Paredes Arreola,2022,6,Comunicación e Imagen Empresarial,0.47,0,0
U202402252,Rafael Garcia Escobar,2024,3,Contabilidad y Administración,0.3,0,0
U202102253,Laura Huamani Aguilar,2021,9,Relaciones Internacionales,0.58,0,0
U202202254,Franco Flores Ibarra,2022,6,Ingeniería de Software,0.79,0,0
U202302255,Abril Chavez Huamani,2023,4,Ingeniería de Gestión Empresarial,0.59,0,0
U202302256,Paula Reyes Huamani,2023,4,Comunicación Audiovisual y Medios Interactivos,0.61,0,0
U202402257,Alonso Soto Romero,2024,2,Ingeniería de Sistemas de Información,0.94,0,0
U202502258,Angel Morales Salas,2025,1,Ingeniería de Software,0.51,0,0
U202202259,Leonardo Mendoza Rivera,2022,7,Ingeniería de Ciberseguridad,0.36,1,0
U202302260,Elisa Salinas Ortega,2023,4,Administración,0.59,0,0
U201902261,Cesar Guerrero Salas,2019,10,Contabilidad y Administración,0.68,0,0
U202102262,Daniel Perez Vera,2021,8,Ingeniería de Sistemas de Información,0.5,0,0
U201902263,Martin Castro Silva,2019,10,Comunicación y Marketing,0.52,0,0
U202402264,Natalia Diaz Rivera,2024,3,Administración y Finanzas,0.68,0,0
U202502265,Aldo Chavez Escobar,2025,1,Contabilidad y Finanzas,0.63,0,0
U202502266,Paula Guerrero Arreola,2025,1,Economía y Ciencia de Datos,0.48,1,0
U202102267,Noelia Huamani Vega,2021,9,Psicología Educacional,0.83,0,0
U201702268,Camila Gomez Arreola,2017,10,Ingeniería de Software,0.57,0,0
U202002269,Elisa Perez Paredes,2020,10,Relaciones Internacionales,0.57,0,0
U202102270,Paula Perez Rivera,2021,8,Derecho,0.45,0,0
U202002271,Bruno Medina Silva,2020,10,Ingeniería Civil,0.81,0,0
U202002272,Santiago Torres Zapata,2020,10,Contabilidad y Administración,0.39,1,0
U202202273,Mateo Valverde Silva,2022,7,Administración,0.74,0,0
U202502274,Isabella Lopez Salas,2025,1,Derecho,0.86,0,0
U201802275,Martin Herrera Mamani,2018,10,Administración,0.65,0,0
U202202276,Elisa Rojas Romero,2022,7,Relaciones Internacionales,0.82,1,0
U201902277,Natalia Garcia Rivera,2019,10,Comunicación y Marketing,0.85,0,0
U202302278,Elisa Carranza Aguilar,2023,4,Psicología Educacional,0.62,0,0
U201902279,Lucia Reyes Vega,2019,10,Derecho,0.51,0,0
U202002280,Thiago Soto Huamani,2020,10,Ingeniería de Software,0.47,0,0
U202102281,Ignacio Soto Romero,2021,9,Economía y Ciencia de Datos,0.76,1,0
U201702282,Valentino Perez Castañeda,2017,10,Ingeniería de Software,0.41,0,0
U201902283,Alejandro Huamani Castañeda,2019,10,Psicología Educacional,0.74,0,0
U202002284,Natalia Castro Delgado,2020,10,Contabilidad y Finanzas,0.6,1,0
U201902285,Liliana Paredes Paredes,2019,10,Derecho,0.48,0,0
U202102286,Mateo Castro Ortega,2021,9,Ingeniería Industrial,0.69,1,0
U202402287,Angel Vargas Salas,2024,2,Administración,0.35,0,0
U202402288,Daniel Mendoza Castañeda,2024,2,Derecho,0.63,0,0
U201902289,Diego Ramirez Silva,2019,10,Contabilidad y Finanzas,0.67,1,0
U202202290,Marcos Carranza Escobar,2022,7,Derecho,1,0,0
U202202291,Emilia Cabrera Quispe,2022,6,Comunicación Audiovisual y Medios Interactivos,0.6,0,0
U202102292,Laura Gomez Castañeda,2021,9,Contabilidad y Administración,0.49,1,0
U202202293,Belen Lopez Valdez,2022,7,Relaciones Internacionales,0.35,0,0
U202102294,Diego Ramirez Zapata,2021,8,Ingeniería de Gestión Empresarial,0.7,0,0
U202502295,Pablo Dominguez Rivera,2025,1,Administración,0.97,0,0
U201702296,Giancarlo Huamani Vega,2017,10,Administración,0.41,1,0
U201902297,Alejandro Morales Rivera,2019,10,Comunicación y Marketing,0.82,1,0
U202102298,Cesar Garcia Zapata,2021,8,Ingeniería de Sistemas de Información,0.78,0,0
U201902299,Cesar Valverde Cruz,2019,10,Ingeniería de Gestión Empresarial,0.81,1,0
U202502300,Leonardo Guerrero Zapata,2025,1,Comunicación Audiovisual y Medios Interactivos,0.59,0,0
U202402301,Elisa Gomez Hernandez,2024,3,Administración y Finanzas,0.63,0,0
U201802302,Alejandro Morales Cruz,2018,10,Ingeniería Civil,0.5,0,0
U202502303,Angel Garcia Romero,2025,1,Contabilidad y Finanzas,0.8,0,0
U202302304,Cesar Herrera Campos,2023,5,Comunicación Audiovisual y Medios Interactivos,0.62,1,0
U201702305,Fabrizio Morales Campos,2017,10,Ingeniería de Software,0.25,0,0
U202202306,Pablo Lopez Paredes,2022,6,Comunicación y Marketing,0.26,0,0
U202502307,Ignacio Flores Rivera,2025,1,Relaciones Internacionales,0.81,1,0
U202002308,Alonso Perez Delgado,2020,10,Comunicación e Imagen Empresarial,0.6,0,0
U202502309,Belen Vargas Vega,2025,1,Ingeniería Civil,0.73,0,0
U201702310,Marcos Medina Huamani,2017,10,Contabilidad y Finanzas,0.46,0,0
U201802311,Paula Torres Delgado,2018,10,Ingeniería de Gestión Empresarial,0.46,0,0
U202302312,Diego Diaz Delgado,2023,4,Administración y Finanzas,0.94,1,0
U201802313,Mateo Medina Aguilar,2018,10,Ingeniería Industrial,1,0,0
U202102314,Paula Soto Castañeda,2021,8,Ingeniería de Gestión Empresarial,0.73,0,0
U202202315,Andrea Carranza Castañeda,2022,7,Ingeniería de Gestión Empresarial,0.37,0,0
U202302316,Franco Dominguez Romero,2023,4,Comunicación Audiovisual y Medios Interactivos,0.53,0,0
U201702317,Belen Garcia Campos,2017,10,Ingeniería de Sistemas de Información,0.47,0,0
U202002318,Ignacio Dominguez Hernandez,2020,10,Ingeniería Industrial,0.48,0,0
U202002319,Fabrizio Salinas Arreola,2020,10,Administración y Negocios Internacionales,0.84,0,0
U202102320,Gonzalo Ramirez Vega,2021,9,Contabilidad y Finanzas,0.49,0,0
U202302321,Cesar Garcia Cruz,2023,4,Administración y Finanzas,0.71,0,0
U202302322,Emilia Valverde Mamani,2023,5,Comunicación e Imagen Empresarial,0.41,0,0
U201702323,Aldo Paredes Hernandez,2017,10,Administración y Marketing,0.62,1,0
U202202324,Elisa Perez Mamani,2022,6,Comunicación y Periodismo,0.4,0,0
U201702325,Noelia Salinas Valdez,2017,10,Ingeniería Industrial,0.72,0,0
U202502326,Angel Carranza Zapata,2025,1,Comunicación e Imagen Empresarial,0.57,0,0
U202502327,Emilia Valverde Quispe,2025,1,Comunicación Audiovisual y Medios Interactivos,0.44,0,0
U202102328,Cesar Salinas Cruz,2021,8,Administración y Negocios Internacionales,0.81,0,0
U202202329,Diego Morales Ibarra,2022,7,Psicología Educacional,0.75,0,0
U201802330,Noelia Cabrera Valdez,2018,10,Economía y Ciencia de Datos,0.41,0,0
U202102331,Alejandro Perez Aguilar,2021,9,Contabilidad y Finanzas,0.51,0,0
U202302332,Giancarlo Reyes Castañeda,2023,4,Ingeniería de Gestión Empresarial,0.26,0,0
U202402333,Marcos Mendoza Castañeda,2024,3,Administración y Marketing,0.56,1,0
U201902334,Leonardo Castro Ortega,2019,10,Contabilidad y Administración,0.49,0,0
U202102335,Romina Herrera Rivera,2021,9,Ingeniería de Software,0.53,0,0
U202002336,Martin Reyes Romero,2020,10,Relaciones Internacionales,0.68,0,0
U202002337,Diego Flores Silva,2020,10,Psicología Educacional,0.93,0,0
U202202338,Liliana Mendoza Palomino,2022,7,Administración,0.77,0,0
U202502339,Matias Castro Vega,2025,1,Ingeniería Civil,0.48,0,0
U202502340,Fabrizio Guerrero Campos,2025,1,Ingeniería de Ciberseguridad,0.72,0,0
U202002341,Sebastian Chavez Vera,2020,10,Derecho,0.73,0,0
U201902342,Renata Morales Castañeda,2019,10,Contabilidad y Administración,0.83,0,0
U201702343,Pablo Guerrero Escobar,2017,10,Administración y Marketing,0.41,0,0
U201702344,Renata Cabrera Campos,2017,10,Ingeniería de Gestión Empresarial,0.69,0,0
U202302345,Mauro Cabrera Ortega,2023,5,Comunicación Audiovisual y Medios Interactivos,0.23,0,0
U202202346,Rafael Valverde Rivera,2022,6,Economía y Ciencia de Datos,0.49,0,0
U201802347,Mateo Cabrera Hernandez,2018,10,Derecho,0.55,0,0
U201702348,Gonzalo Gomez Silva,2017,10,Administración y Finanzas,0.79,0,0
U202302349,Romina Huamani Salas,2023,4,Derecho,0.5,0,0
U201802350,Abril Paredes Delgado,2018,10,Derecho,0.63,1,0
U201702351,Jonatan Salinas Zapata,2017,10,Ingeniería Civil,0.57,0,0
U202502352,Paula Paredes Silva,2025,1,Ingeniería de Gestión Empresarial,0.85,0,0
U202502353,Isabella Gomez Salas,2025,1,Ingeniería Industrial,0.38,0,0
U202202354,Mauro Herrera Valdez,2022,7,Administración y Negocios Internacionales,0.46,0,0
U201902355,Elisa Vargas Hernandez,2019,10,Economía y Ciencia de Datos,0.52,0,0
U202102356,Mateo Castro Rivera,2021,8,Administración y Finanzas,0.44,0,0
U201802357,Lucia Reyes Silva,2018,10,Ingeniería Civil,0.68,0,0
U201702358,Bruno Carranza Escobar,2017,10,Ingeniería Industrial,0.79,1,0
U201702359,Romina Guerrero Zapata,2017,10,Relaciones Internacionales,0.61,0,0
U202202360,Rafael Perez Arreola,2022,6,Comunicación y Marketing,0.49,0,0
U202402361,Andrea Vargas Delgado,2024,3,Comunicación y Marketing,0.73,0,0
U201702362,Elisa Huamani Valdez,2017,10,Ingeniería de Ciberseguridad,0.56,0,0
U201902363,Belen Diaz Mamani,2019,10,Ingeniería Civil,0.57,0,0
U202102364,Leonardo Flores Silva,2021,9,Ingeniería Industrial,0.51,0,0
U202102365,Alejandro Gomez Silva,2021,8,Economía y Ciencia de Datos,0.91,0,0
U201802366,Elisa Salinas Aguilar,2018,10,Ingeniería de Sistemas de Información,0.76,0,0
U201702367,Bruno Medina Escobar,2017,10,Ingeniería Industrial,0.49,0,0
U202402368,Bruno Huamani Zapata,2024,2,Comunicación y Periodismo,0.61,0,0
U201802369,Rafael Valverde Zapata,2018,10,Psicología Educacional,0.48,0,0
U202002370,Ariana Garcia Campos,2020,10,Economía y Ciencia de Datos,0.82,0,0
U201702371,Jonatan Reyes Campos,2017,10,Comunicación y Marketing,0.51,0,0
U201702372,Valentino Cabrera Campos,2017,10,Administración y Finanzas,0.52,0,0
U201702373,Sebastian Huamani Castañeda,2017,10,Administración,0.6,0,0
U201702374,Pablo Garcia Zapata,2017,10,Administración,0.63,0,0
U202502375,Ariana Soto Escobar,2025,1,Economía y Ciencia de Datos,0.86,0,0
U202002376,Javier Carranza Ortega,2020,10,Ingeniería Industrial,0.73,0,0
U202302377,Valentino Dominguez Paredes,2023,5,Ingeniería Civil,0.67,0,0
U202002378,Mauro Gomez Romero,2020,10,Ingeniería de Gestión Empresarial,0.56,0,0
U202002379,Andrea Cabrera Ortega,2020,10,Ingeniería de Sistemas de Información,0.36,0,0
U202002380,Gonzalo Salinas Delgado,2020,10,Ingeniería de Sistemas de Información,0.76,0,0
U202102381,Gabriela Medina Vera,2021,8,Administración y Marketing,0.6,0,0
U202302382,Andrea Morales Rivera,2023,4,Administración y Negocios Internacionales,1,0,0
U202002383,Daniel Paredes Castañeda,2020,10,Comunicación Audiovisual y Medios Interactivos,0.32,0,0
U202302384,Renata Reyes Rivera,2023,4,Relaciones Internacionales,0.55,0,0
U202102385,Sebastian Dominguez Escobar,2021,9,Administración y Finanzas,0.75,0,0
U202502386,Abril Rojas Castañeda,2025,1,Administración,0.71,0,0
U202102387,Carla Reyes Romero,2021,8,Ingeniería de Sistemas de Información,0.67,0,0
U202202388,Sofia Paredes Romero,2022,6,Comunicación Audiovisual y Medios Interactivos,0.67,0,0
U201902389,Aldo Alvarez Huamani,2019,10,Comunicación y Marketing,0.51,0,0
U202202390,Sebastian Guerrero Cruz,2022,6,Ingeniería de Ciberseguridad,0.9,0,0
U202202391,Abril Torres Zapata,2022,6,Comunicación y Periodismo,1,0,0
U201702392,Rafael Soto Arreola,2017,10,Comunicación e Imagen Empresarial,0.55,1,0
U202402393,Sofia Guerrero Palomino,2024,2,Ingeniería de Sistemas de Información,0.4,0,0
U202102394,Fabrizio Perez Valdez,2021,8,Administración,0.77,0,0
U201802395,Natalia Garcia Rivera,2018,10,Comunicación y Marketing,0.4,0,0
U202502396,Jonatan Valverde Vera,2025,1,Ingeniería de Software,0.53,0,0
U202102397,Jonatan Gomez Vega,2021,8,Derecho,0.73,0,0
U201702398,Sebastian Herrera Romero,2017,10,Administración y Negocios Internacionales,0.86,0,0
U201902399,Romina Huamani Cruz,2019,10,Ingeniería Industrial,1,1,0
U201702400,Daniel Dominguez Castañeda,2017,10,Administración y Negocios Internacionales,0.93,0,0
U202102401,Alejandro Mendoza Palomino,2021,8,Comunicación e Imagen Empresarial,0.76,1,0
U201902402,Franco Guerrero Palomino,2019,10,Derecho,0.74,0,0
U202202403,Elisa Salinas Aguilar,2022,7,Contabilidad y Finanzas,0.89,0,0
U202502404,Leonardo Paredes Cruz,2025,1,Comunicación e Imagen Empresarial,0.7,1,0
U201902405,Sofia Torres Quispe,2019,10,Ingeniería de Sistemas de Información,0.64,0,0
U202202406,Daniel Guerrero Huamani,2022,7,Relaciones Internacionales,0.47,0,0
U201902407,Matias Rojas Escobar,2019,10,Comunicación e Imagen Empresarial,0.45,0,0
U202102408,Alonso Perez Quispe,2021,9,Ingeniería de Ciberseguridad,0.5,0,0
U202402409,Daniel Diaz Huamani,2024,3,Ingeniería Industrial,0.09,0,0
U202502410,Ignacio Morales Huamani,2025,1,Ingeniería Civil,0.93,0,0
U202302411,Lucia Herrera Hernandez,2023,5,Contabilidad y Administración,0.66,1,0
U202302412,Giancarlo Dominguez Salas,2023,5,Comunicación y Marketing,0.55,0,0
U202002413,Angel Dominguez Ibarra,2020,10,Administración y Marketing,0.44,0,0
U202302414,Romina Cabrera Paredes,2023,4,Comunicación Audiovisual y Medios Interactivos,0.82,0,0
U201802415,Mateo Torres Castañeda,2018,10,Comunicación y Periodismo,0.5,0,0
U201802416,Mariana Valverde Castañeda,2018,10,Ingeniería de Gestión Empresarial,0.5,0,0
U202302417,Marcos Torres Mamani,2023,5,Derecho,0.56,1,0
U202002418,Roxana Garcia Ortega,2020,10,Ingeniería Industrial,0.56,0,0
U202402419,Marcos Castro Mamani,2024,2,Psicología Educacional,0.35,0,0
U202202420,Rafael Carranza Ibarra,2022,6,Ingeniería de Gestión Empresarial,0.96,0,0
U202502421,Sofia Vargas Ortega,2025,1,Administración,0.97,0,0
U201802422,Franco Morales Ibarra,2018,10,Ingeniería Civil,0.97,0,0
U202502423,Emilia Gomez Cruz,2025,1,Ingeniería Industrial,0.87,0,0
U201702424,Natalia Gomez Rivera,2017,10,Psicología Educacional,0.77,0,0
U201802425,Laura Huamani Castañeda,2018,10,Relaciones Internacionales,0.67,0,0
U201902426,Camila Cabrera Arreola,2019,10,Ingeniería Civil,0.56,0,0
U201702427,Thiago Salinas Vera,2017,10,Administración y Negocios Internacionales,0.77,0,0
U202102428,Valeria Herrera Mamani,2021,9,Contabilidad y Administración,0.84,0,0
U202102429,Matias Soto Aguilar,2021,8,Ingeniería Civil,0.37,1,0
U202302430,Santiago Morales Valdez,2023,5,Psicología Educacional,0.76,0,0
U201702431,Angel Carranza Campos,2017,10,Economía y Ciencia de Datos,0.74,0,0
U202102432,Cesar Cabrera Valdez,2021,8,Contabilidad y Finanzas,0.65,0,0
U201902433,Cesar Ramirez Aguilar,2019,10,Comunicación Audiovisual y Medios Interactivos,0.33,0,0
U202102434,Paula Valverde Ortega,2021,8,Economía y Ciencia de Datos,0.52,0,0
U202202435,Daniel Soto Ortega,2022,7,Ingeniería de Gestión Empresarial,0.69,1,0
U202302436,Laura Huamani Rivera,2023,5,Administración y Negocios Internacionales,0.81,0,0
U202002437,Valeria Torres Ibarra,2020,10,Administración y Marketing,0.46,0,0
U202402438,Cesar Mendoza Arreola,2024,3,Comunicación y Marketing,0.59,0,0
U201902439,Camila Reyes Palomino,2019,10,Comunicación Audiovisual y Medios Interactivos,0.49,0,0
U202102440,Thiago Huamani Rivera,2021,8,Comunicación y Marketing,0.74,0,0
U202302441,Alejandro Perez Quispe,2023,4,Ingeniería Industrial,0.71,0,0
U202102442,Daniel Lopez Mamani,2021,8,Ingeniería Industrial,0.39,0,0
U202502443,Emilia Dominguez Palomino,2025,1,Economía y Ciencia de Datos,0.64,0,0
U202302444,Franco Huamani Silva,2023,4,Contabilidad y Finanzas,0.63,1,0
U202202445,Natalia Torres Ortega,2022,6,Ingeniería de Software,0.45,0,0
U202302446,Abril Soto Rivera,2023,5,Administración y Finanzas,0.74,0,0
U202502447,Andrea Guerrero Ortega,2025,1,Ingeniería de Sistemas de Información,0.35,0,0
U202202448,Lucia Medina Delgado,2022,6,Comunicación y Periodismo,0.56,0,0
U202502449,Daniel Valverde Palomino,2025,1,Administración,0.99,0,0
U202002450,Isabella Castro Paredes,2020,10,Administración,0.32,0,0
U202102451,Daniel Valverde Hernandez,2021,9,Administración y Marketing,0.75,0,0
U201702452,Roxana Carranza Paredes,2017,10,Derecho,0.7,0,0
U202502453,Aldo Dominguez Delgado,2025,1,Comunicación y Marketing,0.52,0,0
U202102454,Rafael Cabrera Zapata,2021,9,Administración y Finanzas,0.58,0,0
U202202455,Jonatan Guerrero Zapata,2022,6,Relaciones Internacionales,0.32,0,0
U201702456,Claudia Mendoza Huamani,2017,10,Psicología Educacional,0.73,0,0
U202102457,Renata Herrera Palomino,2021,8,Administración y Marketing,0.75,0,0
U202302458,Martin Paredes Mamani,2023,4,Comunicación Audiovisual y Medios Interactivos,1,0,0
U202502459,Abril Valverde Romero,2025,1,Administración y Marketing,0.48,1,0
U201802460,Giancarlo Lopez Palomino,2018,10,Relaciones Internacionales,0.55,0,0
U202302461,Alejandro Salinas Vega,2023,5,Ingeniería Industrial,0.49,0,0
U202102462,Rafael Perez Vera,2021,9,Comunicación y Periodismo,0.56,0,0
U202402463,Paula Herrera Cruz,2024,3,Psicología Educacional,0.44,0,0
U202202464,Franco Mendoza Aguilar,2022,7,Contabilidad y Finanzas,0.66,0,0
U202502465,Valeria Gomez Ibarra,2025,1,Contabilidad y Administración,0.23,0,0
U202502466,Fabrizio Carranza Delgado,2025,1,Ingeniería Civil,0.6,0,0
U202302467,Santiago Guerrero Castañeda,2023,4,Ingeniería Civil,0.78,1,0
U202502468,Alejandro Castro Palomino,2025,1,Comunicación e Imagen Empresarial,0.37,0,0
U202502469,Laura Mendoza Silva,2025,1,Contabilidad y Administración,0.75,1,0
U201702470,Jonatan Mendoza Huamani,2017,10,Administración y Negocios Internacionales,0.83,1,0
U202302471,Daniel Morales Vega,2023,5,Ingeniería Industrial,0.25,0,0
U201802472,Natalia Castro Arreola,2018,10,Contabilidad y Administración,0.75,0,0
U201902473,Abril Soto Escobar,2019,10,Administración y Negocios Internacionales,0.81,0,0
U201902474,Mauro Chavez Mamani,2019,10,Administración y Negocios Internacionales,0.72,0,0
U202302475,Sofia Soto Vera,2023,5,Ingeniería de Gestión Empresarial,0.82,0,0
U202502476,Mateo Valverde Hernandez,2025,1,Comunicación y Periodismo,0.56,1,0
U202202477,Santiago Soto Rivera,2022,7,Comunicación e Imagen Empresarial,0.42,0,0
U202002478,Sofia Perez Paredes,2020,10,Relaciones Internacionales,1,0,0
U202202479,Camila Torres Palomino,2022,6,Administración,0.36,0,0
U201802480,Mauro Gomez Ibarra,2018,10,Economía y Ciencia de Datos,0.91,0,0
U202502481,Belen Vargas Vega,2025,1,Derecho,0.77,0,0
U202502482,Martin Carranza Rivera,2025,1,Comunicación Audiovisual y Medios Interactivos,0.63,0,0
U202202483,Liliana Medina Rivera,2022,7,Relaciones Internacionales,0.18,0,0
U202502484,Alejandro Dominguez Aguilar,2025,1,Psicología Educacional,0.68,0,0
U202302485,Sebastian Guerrero Valdez,2023,5,Ingeniería de Software,0.73,1,0
U202202486,Fabrizio Diaz Valdez,2022,6,Comunicación e Imagen Empresarial,0.56,0,0
U201902487,Leonardo Castro Ibarra,2019,10,Administración,0.6,0,0
U202302488,Roxana Dominguez Rivera,2023,4,Contabilidad y Administración,0.9,0,0
U202102489,Noelia Salinas Romero,2021,9,Ingeniería de Sistemas de Información,0.8,0,0
U201902490,Abril Ramirez Arreola,2019,10,Ingeniería Civil,0.76,0,0
U201802491,Alejandro Alvarez Rivera,2018,10,Administración y Marketing,0.7,1,0
U201902492,Martin Diaz Ibarra,2019,10,Ingeniería Civil,0.35,0,0
U202002493,Isabella Soto Romero,2020,10,Administración y Finanzas,0.83,1,0
U202002494,Camila Huamani Castañeda,2020,10,Ingeniería de Software,0.92,0,0
U202502495,Leonardo Huamani Quispe,2025,1,Ingeniería Industrial,0.78,0,0
U202002496,Javier Morales Mamani,2020,10,Administración,0.86,0,0
U202302497,Sofia Huamani Ortega,2023,4,Administración y Finanzas,0.44,0,0
U202402498,Liliana Mendoza Escobar,2024,2,Comunicación e Imagen Empresarial,0.8,1,0
U201702499,Noelia Diaz Vega,2017,10,Administración y Marketing,0.59,0,0
U202102500,Pablo Carranza Cruz,2021,9,Ingeniería de Sistemas de Información,0.61,0,0
U202302501,Gabriela Perez Paredes,2023,4,Ingeniería de Gestión Empresarial,0.57,0,0
U202302502,Franco Valverde Mamani,2023,4,Administración y Marketing,0.58,0,0
U201802503,Camila Ramirez Castañeda,2018,10,Contabilidad y Administración,0.61,0,0
U202502504,Lucia Mendoza Aguilar,2025,1,Comunicación y Periodismo,0.49,0,0
U202302505,Gonzalo Diaz Mamani,2023,4,Ingeniería de Ciberseguridad,0.38,0,0
U202202506,Leonardo Huamani Huamani,2022,6,Comunicación Audiovisual y Medios Interactivos,0.58,1,0
U201702507,Romina Dominguez Silva,2017,10,Administración,0.61,0,0
U202202508,Elisa Torres Escobar,2022,7,Administración y Negocios Internacionales,0.64,0,0
U202102509,Liliana Castro Vera,2021,9,Ingeniería Civil,0.32,0,0
U202502510,Ariana Salinas Arreola,2025,1,Psicología Educacional,0.88,0,0
U202102511,Natalia Alvarez Valdez,2021,9,Ingeniería de Sistemas de Información,0.96,0,0
U201902512,Diego Vargas Palomino,2019,10,Administración,0.42,1,0
U201702513,Noelia Lopez Vega,2017,10,Ingeniería Industrial,0.73,0,0
U202302514,Giancarlo Reyes Valdez,2023,4,Contabilidad y Administración,0.42,0,0
U202102515,Mateo Torres Castañeda,2021,8,Administración,0.7,0,0
U201902516,Ariana Garcia Delgado,2019,10,Administración y Finanzas,0.36,0,0
U202202517,Marcos Castro Ortega,2022,6,Comunicación y Marketing,0.73,0,0
U201902518,Alonso Carranza Paredes,2019,10,Ingeniería Industrial,0.94,0,0
U202102519,Ignacio Rojas Campos,2021,9,Relaciones Internacionales,0.7,0,0
U202202520,Pablo Reyes Ortega,2022,6,Relaciones Internacionales,0.46,0,0
U201802521,Jonatan Medina Ortega,2018,10,Ingeniería de Software,0.72,0,0
U201702522,Andrea Carranza Castañeda,2017,10,Administración y Marketing,0.8,0,0
U202002523,Liliana Cabrera Ibarra,2020,10,Ingeniería de Sistemas de Información,0.69,0,0
U202502524,Alonso Huamani Rivera,2025,1,Administración y Finanzas,0.21,0,0
U202302525,Angel Cabrera Romero,2023,4,Ingeniería de Gestión Empresarial,0.8,1,0
U202402526,Sebastian Valverde Palomino,2024,2,Ingeniería de Software,0.75,0,0
U202502527,Emilia Lopez Huamani,2025,1,Administración y Negocios Internacionales,0.31,0,0
U202102528,Jonatan Diaz Hernandez,2021,8,Ingeniería Industrial,0.81,0,0
U202102529,Romina Alvarez Delgado,2021,8,Ingeniería de Gestión Empresarial,0.45,0,0
U201802530,Alejandro Gomez Paredes,2018,10,Comunicación Audiovisual y Medios Interactivos,0.13,0,0
U202202531,Lucia Perez Aguilar,2022,7,Contabilidad y Finanzas,0.74,0,0
U202202532,Liliana Chavez Huamani,2022,7,Administración y Finanzas,0.9,1,0
U201902533,Andrea Perez Mamani,2019,10,Contabilidad y Administración,0.69,0,0
U202402534,Noelia Reyes Salas,2024,2,Ingeniería de Gestión Empresarial,0.22,0,0
U202202535,Paula Flores Castañeda,2022,6,Administración y Marketing,0.88,0,0
U202002536,Gabriela Salinas Arreola,2020,10,Relaciones Internacionales,0.55,0,0
U201702537,Carla Rojas Vera,2017,10,Psicología Educacional,0.7,0,0
U201702538,Diego Garcia Vera,2017,10,Ingeniería Civil,0.38,0,0
U202302539,Daniel Soto Paredes,2023,4,Ingeniería de Ciberseguridad,0.56,0,0
U201902540,Isabella Paredes Castañeda,2019,10,Comunicación Audiovisual y Medios Interactivos,0.66,0,0
U201802541,Romina Lopez Vega,2018,10,Contabilidad y Administración,1,0,0
U202202542,Jonatan Reyes Quispe,2022,6,Ingeniería de Software,0.53,0,0
U202402543,Isabella Huamani Ortega,2024,2,Contabilidad y Administración,0.52,0,0
U202502544,Carla Medina Rivera,2025,1,Ingeniería de Gestión Empresarial,0.82,0,0
U202202545,Laura Torres Castañeda,2022,7,Administración y Marketing,1,0,0
U202102546,Isabella Vargas Silva,2021,9,Administración,0.49,0,0
U202302547,Claudia Medina Romero,2023,5,Administración y Finanzas,0.53,0,0
U202202548,Bruno Carranza Cruz,2022,6,Psicología Educacional,0.38,0,0
U202402549,Leonardo Huamani Ortega,2024,2,Relaciones Internacionales,0.87,0,0
U202002550,Giancarlo Flores Ibarra,2020,10,Ingeniería de Sistemas de Información,0.48,0,0
U202302551,Gonzalo Carranza Huamani,2023,5,Administración,0.29,0,0
